timestamp,apihumidity,apitemperature,gsr,no2,pm10,pm25,shumidity,so2,stemp
2023-11-30_14-15-04,77,4.49,532,10.45,0.82,0.55,27.35,3.93,23.18
2023-11-30_14-19-04,77,4.49,530,10.45,0.82,0.55,23.46,3.93,22.71
2023-11-30_14-23-16,77,4.49,499,10.45,0.82,0.55,22.80,3.93,23.77
2023-11-30_14-27-16,76,4.53,500,10.45,0.82,0.55,22.85,3.93,22.98
2023-11-30_14-31-32,76,4.53,527,10.54,0.88,0.56,24.70,3.87,21.75
2023-11-30_14-35-43,76,4.53,518,10.54,0.88,0.56,24.99,3.87,22.84
2023-11-30_14-40-00,76,4.38,513,10.54,0.88,0.56,23.64,3.87,22.08
2023-11-30_14-44-06,76,4.38,516,10.54,0.88,0.56,24.70,3.87,21.55
2023-11-30_14-48-27,76,4.2,558,10.54,0.88,0.56,25.19,3.87,22.69
2023-11-30_14-52-34,76,4.31,501,10.54,0.88,0.56,24.09,3.87,22.50
2023-11-30_14-56-35,76,4.31,476,10.54,0.88,0.56,23.17,3.87,22.99
2023-11-30_15-00-56,76,4.31,500,10.54,0.88,0.56,23.83,3.87,22.23
2023-11-30_15-04-57,76,4.25,396,10.54,0.88,0.56,24.05,3.87,22.12
2023-11-30_15-08-59,76,4.25,366,10.54,0.88,0.56,24.51,3.87,22.07
2023-11-30_15-12-59,76,4.25,417,10.54,0.88,0.56,24.38,3.87,23.90
2023-11-30_15-17-00,76,4.06,426,10.54,0.88,0.56,25.13,3.87,22.32
2023-11-30_15-21-01,76,4.06,402,10.54,0.88,0.56,24.81,3.87,22.34
2023-11-30_15-25-02,76,4.06,377,10.54,0.88,0.56,23.81,3.87,22.66
2023-11-30_15-29-08,76,4.03,392,13.88,1.22,0.77,23.56,4.89,23.00
2023-11-30_15-33-18,76,4.03,441,13.88,1.22,0.77,25.10,4.89,22.34
2023-11-30_15-37-34,78,3.65,483,13.88,1.22,0.77,37.99,4.89,21.80
2023-11-30_15-41-52,78,3.65,451,13.88,1.22,0.77,37.74,4.89,21.89
2023-11-30_15-45-53,80,3.44,306,13.88,1.22,0.77,30.49,4.89,22.84
2023-11-30_15-50-09,80,3.44,401,13.88,1.22,0.77,26.54,4.89,25.35
2023-11-30_15-54-10,80,3.44,640,13.88,1.22,0.77,21.84,4.89,25.93
2023-11-30_15-58-11,80,3.44,642,13.88,1.22,0.77,21.68,4.89,25.82
2023-11-30_16-02-31,80,3.31,152,13.88,1.22,0.77,23.59,4.89,25.96
2023-11-30_16-06-32,80,3.31,164,13.88,1.22,0.77,24.77,4.89,25.33
2023-11-30_16-10-47,80,3.31,154,13.88,1.22,0.77,27.55,4.89,24.89
2023-11-30_16-14-54,80,3.23,155,13.88,1.22,0.77,25.13,4.89,24.98
2023-11-30_16-19-14,80,3.23,190,13.88,1.22,0.77,24.05,4.89,24.66
2023-11-30_16-23-26,82,3.06,239,13.88,1.22,0.77,25.12,4.89,24.88
2023-11-30_16-27-32,82,3.06,292,13.88,1.22,0.77,26.85,4.89,24.18
2023-11-30_16-31-38,82,3,359,13.88,1.22,0.77,26.33,4.89,23.80
2023-11-30_16-35-45,82,3,426,19.19,1.67,1.09,28.44,5.48,23.31
2023-11-30_16-40-01,82,3,426,19.19,1.67,1.09,28.23,5.48,23.00
2023-11-30_16-44-02,82,2.74,375,19.19,1.67,1.09,28.51,5.48,23.13
2023-11-30_16-48-15,82,2.74,348,19.19,1.67,1.09,28.63,5.48,22.84
2023-11-30_16-52-17,83,2.72,436,19.19,1.67,1.09,27.80,5.48,23.08
2023-11-30_16-56-37,83,2.72,461,19.19,1.67,1.09,28.54,5.48,23.12
2023-11-30_17-00-43,83,2.72,456,19.19,1.67,1.09,28.37,5.48,22.61
2023-11-30_17-04-56,83,2.68,464,19.19,1.67,1.09,28.62,5.48,23.73
2023-11-30_17-09-17,83,2.68,389,19.19,1.67,1.09,25.21,5.48,24.76
2023-11-30_17-13-37,83,2.55,579,19.19,1.67,1.09,26.56,5.48,24.68
2023-11-30_17-17-43,83,2.55,568,19.19,1.67,1.09,25.55,5.48,24.38
2023-11-30_17-21-54,83,2.55,553,19.19,1.67,1.09,26.58,5.48,24.87
2023-11-30_17-26-11,85,2.34,516,19.19,1.67,1.09,25.94,5.48,23.54
2023-11-30_17-30-31,85,2.34,521,19.19,1.67,1.09,27.50,5.48,22.72
2023-11-30_17-34-42,84,2.27,520,19.19,1.67,1.09,28.10,5.48,22.82
2023-11-30_17-38-53,84,2.27,518,22.28,1.91,1.3,26.76,5.54,23.61
2023-11-30_17-42-54,84,2.27,504,22.28,1.91,1.3,26.60,5.54,24.55
2023-12-01_14-15-01,85,3.41,386,19.71,3.98,3.04,46.39,7.75,17.68
2023-12-01_14-19-02,85,3.41,429,19.71,3.98,3.04,47.68,7.75,16.51
2023-12-01_14-23-03,85,3.41,534,19.71,3.98,3.04,47.54,7.75,16.76
2023-12-01_14-27-04,84,3.46,524,19.71,3.98,3.04,46.51,7.75,16.76
2023-12-01_14-31-11,84,3.46,518,19.71,3.98,3.04,45.82,7.75,17.06
2023-12-01_14-35-17,84,3.38,531,19.71,3.98,3.04,45.56,7.75,17.16
2023-12-01_14-39-37,84,3.38,520,22.62,3.65,2.72,46.87,7.33,15.69
2023-12-01_14-43-37,84,3.54,501,22.62,3.65,2.72,45.42,7.33,16.65
2023-12-01_14-47-38,84,3.54,519,22.62,3.65,2.72,52.55,7.33,14.56
2023-12-01_14-51-39,84,3.54,529,22.62,3.65,2.72,54.03,7.33,15.00
2023-12-01_14-55-40,83,3.5,533,22.62,3.65,2.72,58.24,7.33,15.47
2023-12-01_14-59-40,83,3.5,548,22.62,3.65,2.72,47.42,7.33,18.85
2023-12-01_15-03-41,83,3.48,466,22.62,3.65,2.72,44.11,7.33,18.74
2023-12-01_15-07-41,83,3.48,547,22.62,3.65,2.72,45.39,7.33,17.98
2023-12-01_15-11-42,83,3.48,532,22.62,3.65,2.72,42.02,7.33,19.56
2023-12-01_15-15-42,82,3.38,534,22.62,3.65,2.72,41.00,7.33,19.95
2023-12-01_15-19-52,82,3.38,537,22.62,3.65,2.72,44.19,7.33,17.83
2023-12-01_15-24-03,83,3.28,542,18.16,3.21,2.36,49.32,6.68,17.23
2023-12-01_15-28-24,83,3.28,636,18.16,3.21,2.36,51.30,6.68,16.75
2023-12-01_15-32-44,83,3.28,629,18.16,3.21,2.36,61.34,6.68,5.54
2023-12-01_15-36-44,83,3.28,629,18.16,3.21,2.36,56.79,6.68,5.74
2023-12-01_15-40-44,83,3.28,626,18.16,3.21,2.36,59.46,6.68,6.37
2023-12-01_15-44-44,84,3.32,628,18.16,3.21,2.36,47.81,6.68,14.58
2023-12-01_15-48-44,84,3.32,625,18.16,3.21,2.36,45.54,6.68,19.44
2023-12-01_15-52-45,84,3.32,605,18.16,3.21,2.36,42.31,6.68,16.95
2023-12-01_15-56-45,84,3.32,592,18.16,3.21,2.36,47.30,6.68,9.46
2023-12-01_16-00-45,84,3.36,588,18.16,3.21,2.36,38.51,6.68,15.68
2023-12-01_16-04-45,84,3.36,570,18.16,3.21,2.36,38.28,6.68,21.29
2023-12-01_16-08-45,84,3.36,540,18.16,3.21,2.36,34.52,6.68,20.64
2023-12-01_16-12-45,84,3.36,475,18.16,3.21,2.36,29.27,6.68,20.63
2023-12-01_16-16-46,85,3.38,508,23.65,3.12,2.29,31.32,7.33,19.30
2023-12-01_16-20-46,85,3.38,493,23.65,3.12,2.29,34.19,7.33,17.84
2023-12-01_16-24-46,85,3.38,497,23.65,3.12,2.29,46.56,7.33,18.56
2023-12-01_16-28-46,84,3.44,350,23.65,3.12,2.29,39.67,7.33,19.99
2023-12-01_16-32-46,84,3.44,420,23.65,3.12,2.29,33.21,7.33,21.85
2023-12-01_16-36-46,84,3.44,481,23.65,3.12,2.29,36.48,7.33,21.45
2023-12-01_16-40-47,84,3.44,513,23.65,3.12,2.29,34.79,7.33,21.31
2023-12-01_16-44-47,84,3.44,642,23.65,3.12,2.29,32.83,7.33,21.25
2023-12-01_16-48-47,83,3.5,469,23.65,3.12,2.29,38.37,7.33,20.87
2023-12-01_16-52-47,83,3.5,436,23.65,3.12,2.29,31.85,7.33,21.74
2023-12-01_16-56-47,83,3.5,492,23.65,3.12,2.29,26.38,7.33,21.82
2023-12-01_17-00-48,83,2.62,525,33.24,3.69,2.82,50.29,7.99,6.84
2023-12-01_17-04-48,83,2.62,523,33.24,3.69,2.82,48.86,7.99,8.76
2023-12-01_17-08-48,83,2.62,524,33.24,3.69,2.82,51.87,7.99,16.22
2023-12-01_17-12-48,84,2.68,598,33.24,3.69,2.82,39.20,7.99,18.59
2023-12-01_17-16-48,84,2.68,560,33.24,3.69,2.82,36.20,7.99,20.24
2023-12-01_17-20-48,84,2.68,570,33.24,3.69,2.82,39.65,7.99,12.13
2023-12-01_17-24-49,85,2.56,556,33.24,3.69,2.82,44.01,7.99,10.59
2023-12-01_17-28-49,85,2.56,550,33.24,3.69,2.82,51.51,7.99,13.37
2023-12-01_17-33-09,86,2.51,454,33.24,3.69,2.82,44.50,7.99,16.75
2023-12-01_17-37-29,86,2.51,496,33.24,3.69,2.82,44.33,7.99,18.58
2023-12-01_17-41-49,86,2.38,467,33.24,3.69,2.82,41.57,7.99,17.87
2023-12-01_17-46-09,86,2.38,488,40.1,4.68,3.66,44.93,8.23,16.30
2023-12-01_17-50-30,86,2.38,506,40.1,4.68,3.66,44.66,8.23,16.41
2023-12-01_17-54-50,86,2.38,524,40.1,4.68,3.66,44.00,8.23,17.83
2023-12-01_17-59-10,86,2.38,510,40.1,4.68,3.66,36.33,8.23,20.64
2023-12-01_18-03-30,87,1.32,526,40.1,4.68,3.66,44.78,8.23,19.48
2023-12-01_18-07-50,87,1.32,536,40.1,4.68,3.66,38.56,8.23,22.43
2023-12-01_18-12-11,87,1.21,537,40.1,4.68,3.66,31.33,8.23,26.75
2023-12-01_18-16-31,87,1.21,542,40.1,4.68,3.66,36.50,8.23,28.79
2023-12-01_18-20-51,87,1.14,538,40.1,4.68,3.66,37.48,8.23,28.18
2023-12-01_18-25-11,87,1.14,540,40.1,4.68,3.66,41.45,8.23,26.28
2023-12-01_18-29-31,87,1.14,553,40.1,5.69,4.55,36.67,8.23,25.00
2023-12-01_18-33-52,88,1,551,40.1,5.69,4.55,35.33,8.23,23.16
2023-12-01_18-38-12,88,1,547,40.1,5.69,4.55,40.82,8.23,24.03
2023-12-01_18-42-32,88,0.92,555,40.1,5.69,4.55,39.82,8.23,24.89
2023-12-01_18-46-52,88,0.92,515,38.04,7,5.75,49.45,12.52,20.14
2023-12-01_18-51-12,88,0.89,522,38.04,7,5.75,42.15,12.52,24.59
2023-12-01_18-55-33,88,0.89,500,38.04,7,5.75,38.38,12.52,25.91
2023-12-01_18-59-53,88,0.89,503,38.04,7,5.75,33.25,12.52,23.61
2023-12-01_19-04-13,89,0.87,500,38.04,7,5.75,36.35,12.52,21.58
2023-12-01_19-08-33,89,0.87,502,38.04,7,5.75,35.89,12.52,21.39
2023-12-01_19-12-53,89,1.19,499,38.04,7,5.75,36.42,12.52,25.80
2023-12-01_19-17-14,89,1.19,493,38.04,7,5.75,39.19,12.52,27.79
2023-12-01_19-21-34,89,1.44,498,38.04,7,5.75,39.69,12.52,29.29
2023-12-01_19-25-54,89,1.44,494,38.04,7,5.75,35.90,12.52,29.91
2023-12-01_19-30-14,89,0.59,493,38.04,7,5.75,39.17,12.52,30.12
2023-12-01_19-34-34,90,0.59,483,35.3,8.53,7.07,39.22,16.93,30.19
2023-12-01_19-38-35,90,0.59,489,35.3,8.53,7.07,37.13,16.93,30.31
2023-12-01_19-42-36,90,0.59,468,35.3,8.53,7.07,22.81,16.93,27.69
2023-12-01_19-46-37,90,0.41,463,35.3,8.53,7.07,47.07,16.93,18.11
2023-12-01_19-50-38,90,0.41,596,35.3,8.53,7.07,48.17,16.93,19.88
2023-12-01_19-54-38,90,0.49,569,35.3,8.53,7.07,39.82,16.93,19.44
2023-12-01_19-58-39,90,0.49,564,35.3,8.53,7.07,39.87,16.93,19.21
2023-12-01_20-02-40,90,0.49,552,35.3,8.53,7.07,42.50,16.93,19.22
2023-12-01_20-06-40,91,0.43,555,35.3,8.53,7.07,39.19,16.93,19.23
2023-12-01_20-10-41,91,0.43,551,35.3,8.53,7.07,39.69,16.93,19.28
2023-12-01_20-14-42,91,0.43,552,35.3,8.53,7.07,41.02,16.93,19.26
2023-12-01_20-18-43,91,0.36,544,35.3,8.53,7.07,40.40,16.93,19.98
2023-12-01_20-22-43,91,0.36,543,35.3,8.53,7.07,40.17,16.93,19.35
